"","synthetic_question","article_ids"
780,"Quelles sont les modalités pour former des demandes incidentes entre parties en cause selon cet article de la loi statutaire belge ?",4905
781,"Qui a le droit de demander la révision d'un jugement en vertu de cet article de la loi belge ?",13720
782,"Quelles sont les responsabilités d'un membre du personnel délégué en l'absence du directeur d'un service ?",9039
783,"Quelles sont les obligations imposées aux propriétaires de navires en vertu de la Directive 2009/20/CE transposée par la sous-section mentionnée ?",19022
784,"Quel document le service est-il tenu de communiquer au conseil d'entreprise ou à la délégation syndicale selon l'article de la loi donné ?",8038
785,"Quelles sont les conditions pour qu'un créancier puisse procéder à une saisie-arrêt-exécution en vertu de l'article donné de la loi belge?",5853
786,"Quand est-ce que les actions en paiement des droits perçus par les sociétés de gestion se prescrivent?",15200
787,"Quels sont les cas prévus par la législation relative aux pensions et par le présent arrêté où un agent peut perdre sa qualité avant l'âge normal de la retraite ?",18374
788,"Quelles sont les différentes possibilités concernant les bénéficiaires d'un chèque selon l'article de loi donné ?",14706
789,"Quels droits et actions les créanciers sont-ils autorisés à exercer en vertu de l'article donné de la loi belge ?",2054
790,"Quels sont les motifs pour lesquels l'agrément en tant que centre d'expertise en promotion de la santé peut être retiré, selon l'article donné ?",10435
791,"Quels éléments doivent pouvoir être démontrés au fonctionnaire chargé de la surveillance par l'expert visé à l'article III.5-2, § 1er, 8° de la loi?",21532
792,"Quelles sont les principales fonctions de l'assemblée générale selon cet article de la loi belge?",16268
793,"Quelles peuvent être les conséquences pour un assuré social qui voit son amende réduite en raison de circonstances atténuantes conformément à l'article donné?",6970
794,"Quel est le montant de la subvention octroyée par kilomètre professionnel parcouru pour les travailleurs du service mentionnés dans l'article?",7639
795,"Quelles sont les étapes nécessaires pour évaluer le risque d'exposition à l'amiante pour les travailleurs dans une activité potentiellement dangereuse selon cet article de la loi statutaire belge?",21951
796,"Est-ce qu'un fonctionnaire a le droit d'antidater le récépissé remis lors de la réception d'une réclamation, et quelles sanctions sont prévues en cas d'antidatation?",18042
797,"Quelles activités et produits sont couverts par le champ d'application du présent Code de la Région wallonne?",10874
798,"Quelles dépenses courantes peuvent être prises en considération comme frais forfaitaires de fonctionnement selon l'article de loi donné?",11776
799,"A partir de quel jour sont calculés les délais pour les notifications effectuées par pli recommandé ou par pli simple, selon l'article de loi donné ?",3848
800,"Est-ce que la disposition de la table servant aux activités du collège est réglementée par la loi?",13638
801,"Quelles sont les peines prévues pour un fonctionnaire ou officier public qui commet un faux dans l'exercice de ses fonctions?",6309
802,"Quelles sont les entités avec lesquelles une commune doit élaborer un programme triennal d'actions en matière de logement, selon l'article de loi donné?",12263
803,"Quelles sont les missions du comité de l'association des parents selon l'article donné de la loi belge?",11413
804,"Quelles conditions doivent être remplies pour que les personnes visées à l'article X.3-2, 1°, a) ne soient pas soumises à l'interdiction mentionnée à l'article X.3-8 ?",22209
805,"Quelles obligations précises les propriétaires ont-ils les uns envers les autres selon cet article de la loi belge?",1581
806,"Quelles personnes peuvent être écartées du partage d'une succession selon cet article de loi?",1748
807,"Quelles dispositions s'appliquent aux annonces publiées à destination d'une personne établie sur le territoire de la Région wallonne ?",12345
808,"Quelles informations le prêteur doit-il fournir au consommateur avant que celui-ci ne soit lié par un contrat ou une offre de crédit, selon l'article de la loi en question ?",14404
809,"Quel est le montant minimum de l'amende encourue par les propriétaires d'animaux trouvés en délit dans les bois selon l'article de loi donné ?",3735
810,"La Cour de cassation a-t-elle le pouvoir de statuer sur tous les actes qui ont été réalisés par la cour, le tribunal ou le magistrat dont elle se saisit?",13853
811,"Quels sont les délais dans lesquels les personnes concernées peuvent exercer un recours contre les décisions prises en vertu du présent titre et des arrêtés d'exécution, tels que mentionné dans l'article donné?",11149
812,"Quels types de produits sont soumis à la vérification de conformité par le jury de dégustation visé à l'article D.177/1 de la loi statutaire belge ?",11057
813,"Quels sont les délais pour contester l'inscription ou l'exclusion d'un membre du groupe sur la liste provisoire, selon l'article donné de la loi?",15669
814,"Est-ce qu'un mineur de moins de douze ans peut refuser d'être entendu par le juge dans une procédure concernant l'autorité parentale, l'hébergement ou le droit aux relations personnelles ?",5099
815,"Quel est le délai pour que les régies communales autonomes transmettent leurs comptes au Gouvernement wallon ?",17255
816,"Quelles sont les modalités de versement de l'intervention de l'AWIPH aux accueillants ?",7829
817,"À quelle période le notaire chargé de procéder à la vente est-il désigné selon l'article de loi donné ?",5534
818,"Quelles sont les règles entourant le dépôt du bulletin de vote par l'électeur selon cet article de loi statutaire belge en matière de vote?",3048
819,"Quels sont les critères d'évaluation pris en compte pour déterminer si un stagiaire a réussi son stage selon cet article de loi ?",18179
820,"Quels sont les engins assimilés à des bateaux de navigation intérieure selon l'article de la loi mentionné?",19588
821,"Quelles conditions une personne doit-elle remplir pour être engagée en tant que directeur-gérant d'une société en vertu de l'article § 1er de la loi statutaire belge donnée?",12188
822,"Est-ce que l'article 467 s'applique aux services d'aide à l'intégration et aux services d'aide précoce et d'accompagnement pour adultes mentionnés dans les chapitres 3 et 2 du titre 7 du livre 4, respectivement?",7754
823,"Quelle est la procédure à suivre pour faire mention de la sommation conformément à l'article 1582 dans le délai imparti?",5888
824,"Quelles sont les normes de fonctionnement détaillées dans les annexes 120 à 123 mentionnées dans l'article 365 du Code décrétal ?",9265
825,"Quels organismes ou entités doivent être consultés par le Gouvernement lors de la soumission d'un projet de plan à enquête publique concernant les domaines de la production et de la distribution d'eau, les déchets et les organismes d'épuration agréés en Wallonie ?",11805
826,"Quelles sont les obligations en matière de confidentialité imposées aux membres de la Commission d'appel selon cet article de la loi belge?",7734
827,"Quelles sont les mesures préalables prises par le Ministre avant de retirer l'agrément d'un service ou dispositif agréé selon l'article 149/18 du Code décrétal ?",7519
828,"Quelles conséquences sont prévues pour les clauses qui dérogent à l'article 3.3.1.2 de la loi statutaire belge?",19525
829,"Quelle est la procédure pour nommer les membres extraordinaires du Conseil Supérieur, tels que décrite dans l'article donné de la loi?",21368
