,synthetic_question,article_ids
8068,"Une société qui fournit des services de paiement rencontre des difficultés à accéder aux comptes de paiement des établissements de crédit. Les établissements de crédit sont-ils tenus de justifier tout refus d'accès aux services de comptes de paiement auprès du SPF Économie, selon la loi ci-dessus?",14376
8069,Un époux estime qu'une récompense lui est due au cours du partage des biens. Peut-il prélever des biens communs pour compenser ce qui lui est dû sans l'accord de son conjoint ?,2285
8070,"Je suis actionnaire dans une société belge. Est-ce que les statuts de la société peuvent automatiquement me retirer de l'actionnariat en cas de décès, faillite, ou déconfiture sans que je puisse contester cette situation ?",20226
8071,Les mutuelles régionales wallonnes sont soumises à un contrôle. Qui est responsable du contrôle des sociétés mutualistes régionales wallonnes selon l'article donné ?,9938
8072,Les époux ont opté pour le régime de la séparation de biens. Est-il possible pour l'époux lésé par une désunion irrémédiable d'obtenir une indemnisation de la part de l'autre époux en cas de changement défavorable et imprévu des circonstances depuis la convention matrimoniale incluant le droit à l'indemnisation?,2327
8073,Des incivilités environnementales ont été commises dans une région en Belgique. Qui est responsable de la gestion du fonds pour la protection de l'environnement en ce qui concerne les incivilités environnementales ?,11950
8074,"Mon acte de naissance a été perdu, et j'ai besoin d'obtenir une copie pour diverses démarches officielles. Puis-je demander à ce qu'un acte de naissance détruit ou perdu soit remplacé selon les dispositions de l'article 35 ?",914
8075,Un membre du gouvernement belge est nommé par le Roi pour un poste de ministre. Est-ce que ce membre doit automatiquement cesser de siéger à sa fonction parlementaire en tant que député ou sénateur une fois nommé ministre par le Roi ?,22485
8076,Un huissier de justice est chargé d'exécuter une ordonnance du tribunal. Est-ce que l'huissier peut obtenir de l'aide de la force publique en cas de résistance à l'exécution de l'ordonnance ?,13899
8077,Une personne non-citoyenne souhaite poursuivre une action en justice en Belgique. Est-ce que la qualité de citoyen est un prérequis pour exercer des droits civils en Belgique ?,891
8078,"Je demande un prêt à une banque pour acheter une voiture. Est-ce que la banque est obligée de me fournir des explications détaillées sur le contrat de crédit proposé, y compris les conséquences d'un défaut de paiement, conformément à la loi en vigueur ?",14463
8079,Un individu déclaré en faillite était marié et le régime matrimonial est dissous avant la clôture de la faillite. Est-ce que le conjoint du failli peut être tenu responsable des dettes communes contractées par le failli dans le cadre de son activité professionnelle après la dissolution du régime matrimonial?,15900
8080,Un directeur financier d'une province remplit plusieurs fonctions. Doit-il donner son avis sur tout projet de décision du conseil provincial ou du collège provincial ayant une incidence financière ou budgétaire supérieure à 22 000 euros hors TVA ?,17526
8081,Un service accompagne des jeunes en situation de handicap en Belgique. Doit-il informer l'AWIPH dans un délai de trois jours de l'ouverture et de la clôture des dossiers des jeunes dont il s'occupe ?,8001
8082,"Je suis enregistré en tant qu'expert judiciaire et traducteur juré en Belgique. Est-ce que je suis obligé de suivre des formations continues dans mon domaine d'expertise et concernant les procédures judiciaires, comme stipulé dans l'article ?",4569
8083,"Vous travaillez dans le domaine de la santé en Belgique. Quelles mesures spécifiques l'employeur doit-il prendre pour prévenir les blessures et les infections causées par des objets tranchants à usage médical, selon l'article de loi cité ?",22049
8084,"Un associé ayant réalisé un apport en industrie décède. Les actions qui lui ont ont été attribuées en rémunération de son apport seront-elles automatiquement caduques suite à son décès, conformément à la loi en vigueur ?",20080
8085,"Je bénéficie de l'intervention majorée en Wallonie pour des soins résidentiels. Dois-je payer un ticket modérateur pour bénéficier de ces soins, et si oui, quel serait le montant selon l'article 43/7 du Code décrétal ?",7238
8086,Un navire étranger transportant plus de douze passagers fait escale en Belgique. Le transporteur doit-il obligatoirement souscrire une assurance ou une garantie financière pour couvrir sa responsabilité en cas de décès ou de blessures corporelles des passagers selon la loi en vigueur ?,19045
8087,Un contrat de vente a été conclu entre deux parties pour l'achat d'un bien. Est-il possible que la vente soit annulée en raison d'une condition suspensive énoncée dans le contrat ?,2339
8088,"Une entreprise doit fournir des documents spécifiques aux autorités de surveillance. Est-ce obligatoire pour une entreprise de mettre à disposition les documents mentionnés aux articles IV.2-6, IV.2-7, IV.2-8, IV.2-9 et IV.2-10 aux fonctionnaires chargés de la surveillance conformément à la loi ?",21617
8089,Une entreprise fait l'objet d'une enquête pour pratiques anti-concurrentielles. Qui est responsable de nommer le président et les membres de la Commission consultative spéciale Concurrence selon l'article de la loi?,14086
8090,Un employé utilise un équipement de protection individuelle (EPI) fourni par l'employeur pour une tâche non prévue. Est-il légal d'utiliser les EPI pour un objectif différent de celui pour lequel ils sont destinés selon cet article de loi ?,22159
8091,"Le président a reçu une proposition de décision concernant une affaire de concurrence. Doit-il immédiatement former le Collège de la concurrence pour traiter de l'affaire, selon l'article mentionné ?",14096
8092,"Une entreprise souhaite effectuer une modification concernant son inscription dans un registre. Qui est habilité à effectuer la demande d'inscription, de modification ou de radiation auprès du registre en question selon cet article de loi ?",14004
8093,Un agriculteur souhaite commercialiser une nouvelle variété de plante. Comment est déterminée l'homogénéité d'une variété végétale selon la loi en vigueur ?,15023
8094,Une nouvelle loi a été publiée au Moniteur en juin. Quand le présent titre entrera-t-il en vigueur ?,18685
8095,Une commune belge souhaite entreprendre des travaux d'infrastructure publics. La commune a-t-elle le droit de recevoir des financements spécifiques pour ces projets conformément à la loi ?,17723
8096,J'ai sollicité les services d'une institution privée agréée pour une assistance sociale. Cette institution peut-elle me demander une rétribution ou une indemnité pour les services fournis ?,10116
8097,Je souhaite obtenir l'agrément de type 1 pour une personne morale afin de pratiquer dans le domaine de l'aménagement du territoire et de l'urbanisme. Est-il nécessaire que la personne physique disposant d'une expérience utile ait élaboré ou participé à l'élaboration de schémas de développement pluricommunaux approuvés par le Gouvernement pour respecter les conditions d'agrément de type 1 selon l'article en question ?,12461
8098,"Je souhaite ouvrir un petit commerce dans une zone marquée de la surimpression ""G.D."" Suis-je autorisé à exercer mon activité de petit commerce dans cette zone dédiée aux activités de grande distribution ?",12552
8099,Une commune de Belgique compte plus de dix mille habitants. Est-il possible pour le conseil communal d'adjoint un directeur général adjoint au directeur général dans cette commune ?,17079
8100,"Le Centre budgétaire doit faire face à des dépenses imprévues. Est-ce que le gouvernement peut autoriser des dépassements de crédits inscrits au budget du Centre, et dans quelles conditions ?",11275
8101,J'ai conclu un contrat d'échange avec une autre partie. Est-il possible d'annuler ce contrat pour cause de lésion ?,2467
8102,Vous souhaitez louer un bateau de navigation intérieure en Belgique. Est-ce que le contrat d'affrètement coque nue concerne la mise à disposition du bateau sans équipage dans le cadre de la location ?,19478
8103,"Un individu handicapé fréquente un établissement d'enseignement en Belgique. Est-ce que les frais de déplacement quotidien depuis la résidence de l'individu jusqu'à l'établissement d'enseignement peuvent être pris en compte pour compensation, selon la loi en vigueur ?",8657
