,synthetic_question,article_ids
8190,Je suis un chercheur bénéficiant d'une subvention pour mes activités de recherche en Belgique. Les frais de déplacement et de séjour pour assister à des colloques ou formations peuvent-ils être pris en charge par la subvention?,9766
8191,Je suis locataire dans un logement à Bruxelles. Quelles sont les charges précisément prévues à l'annexe 14 qui peuvent être incluses dans les frais de fonctionnement selon l'article 109 de la loi statutaire en vigueur ?,7426
8192,Je suis une association bénéficiaire de subventions. Quels frais généraux et frais de fonctionnement peuvent être couverts par les subventions que je reçois selon l'article cité ?,9451
8193,Je suis un employé d'une organisation non gouvernementale en Belgique. Ma structure peut-elle demander le remboursement des frais liés à nos déplacements et frais de bureau grâce à des subventions gouvernementales ?,9693
8194,Je suis un salarié travaillant pour une entreprise à Bruxelles. Est-ce que mon employeur peut me faire payer les frais liés aux repas et aux déplacements professionnels ?,9695
8195,J'ai emprunté un objet à mon voisin et je n'ai pas pu le lui rendre selon notre accord initial. Suis-je obligé de rembourser mon voisin pour la valeur de l'objet emprunté en cas d'impossibilité de le lui rendre selon notre arrangement initial ?,2618
8196,J'ai effectué des constructions dans mon jardin sans l'accord du propriétaire. Suis-je légalement responsable de payer pour les constructions que j'ai réalisées sur le terrain sans autorisation du propriétaire ?,1465
8197,Je suis locataire d'un bien à Bruxelles et j'ai eu un litige avec mon propriétaire. Est-ce que les frais liés au litige seront déterminés selon les règles de l'article 162 et l'indemnité sera-t-elle fixée conformément à l'article 1022 du Code judiciaire à Bruxelles ?,13488
8198,Nous louons un appartement à Bruxelles. Dois-je recevoir un relevé détaillé des frais et charges imposés par le bailleur chaque année selon la loi en vigueur?,2497
8199,Je porte plainte devant un tribunal à Bruxelles. Dois-je déposer une provision pour couvrir les frais de transport au greffe selon l'article de loi mentionné ?,5112
8200,Je suis convoqué comme témoin dans une affaire pénale. Le juge d'instruction peut-il ordonner de ne pas divulguer mon identité lors de mon audition ?,13335
8201,Un témoin a des doutes sur sa sécurité en témoignant contre une personne. Peut-il demander à ce que son identité soit gardée secrète par le juge d'instruction lors de son témoignage ?,13334
8202,Un témoin sous identité secrète témoigne dans une affaire criminelle. Est-ce que le juge d'instruction peut révéler l'identité de ce témoin au procureur du Roi s'il existe des indications sérieuses d'une infraction commise par ce témoin dans le cadre de son témoignage ?,13336
8203,Un témoin dont l'identité a été préservée refuse de témoigner. Le président peut-il ordonner une nouvelle audition de ce témoin pour garantir l'anonymat et la manifestation de la vérité selon les articles 86bis et 86ter ?,13599
8204,Un témoin a été interrogé par la police et a fourni des informations concernant une infraction. Est-ce que les témoignages obtenus en application des articles 86bis et 86ter peuvent être utilisés comme preuves d'une infraction visée à l'article 90ter ou d'une infraction commise dans le cadre d'une organisation criminelle ?,13337
8205,Je suis une personne chargée de témoigner lors d'un procès pénal. Est-ce que le président peut décider de préserver mon anonymat partiel durant mon audition en raison d'une possibilité de préjudice grave pour moi ou une personne de mon entourage ?,13601
8206,Je participe à une enquête électorale en tant que témoin. Est-ce que je pourrais être interpellé en tant que témoin en application de l'article 937 du Code judiciaire dans ce contexte ?,2974
8207,"Je suis convoqué en tant que témoin dans une enquête électorale en Belgique. Est-ce que je peux refuser de témoigner en tant que parent ou allié jusqu'au troisième degré inclusivement, selon l'article 937 du Code judiciaire ?",17823
8208,Une personne est citée à témoigner lors d'un procès pénal en Belgique. Est-ce que le tribunal peut décider de ne pas divulguer certaines données d'identité du témoin à l'audience pour protéger sa sécurité ou celle de son entourage ?,13439
8209,"Je suis convoqué comme témoin dans une affaire criminelle. Est-ce que le juge d'instruction peut décider de ne pas divulguer certaines de mes données d'identité lors de mon audition, pour protéger ma sécurité ou celle de mon entourage ?",13320
8210,"Une personne est déclarée incapable par décision de justice. Peut-elle, malgré cette déclaration d'incapacité, demander l'annulation de son mariage selon l'article 492/1, § 1er, alinéa 3, 3° ?",1036
8211,Nous sommes Belges résidant à l'étranger et souhaitons nous marier localement. Dois-je obtenir un certificat de non-empêchement à mariage de mon poste consulaire de carrière avant de me marier à l'étranger?,2927
8212,"Un couple souhaite se marier en Belgique, mais l'officier de l'état civil a refusé de célébrer leur mariage. Les futurs époux peuvent-ils contester la décision de refus de l'officier de l'état civil devant une autorité judiciaire ?",1032
8213,Un mineur souhaite se marier et ses parents ne sont pas d'accord. Le tribunal de la famille peut-il autoriser le mariage si un seul des parents refuse le consentement et que l'autre est dans l'incapacité de donner son consentement ?,1017
8214,Une personne est déclarée incapable de contracter mariage en Belgique. Est-ce que le juge de paix peut autoriser cette personne à se marier si elle en fait la demande ?,1012
8215,Je suis résident étranger en Belgique et je souhaite me marier. Ai-je besoin d'établir un domicile en Belgique pour demander un certificat de capacité de mariage ?,2928
8216,Un couple marié en Belgique se sépare. L'époux demande le divorce. Est-ce que les juridictions belges ont compétence pour traiter la demande de divorce si le mariage a été célébré en Belgique et l'un des époux y réside habituellement ?,15996
8217,Mon conjoint et moi-même sommes encore en vie. Le procureur du Roi peut-il demander la nullité de notre mariage même si nous sommes toujours tous les deux en vie ?,1040
8218,Vous avez précédemment contracté un mariage qui pourrait être considéré comme invalide. Pouvez-vous et votre nouveau conjoint contester la validité de votre premier mariage conformément à cet article de la loi belge ?,1039
8219,Deux ressortissants belges se marient en France. Un acte établi en France constatant la dissolution du mariage sans le consentement de la femme peut-il être reconnu en Belgique ?,16011
8220,J'habite à Bruxelles dans un appartement et je remarque des problèmes de qualité de l'air intérieur. Est-ce que Bruxelles Environnement peut réaliser un diagnostic de la pollution intérieure dans mon logement sur demande médicale motivée ?,135
8221,Je suis propriétaire d'un logement en Wallonie et je souhaite obtenir une aide financière. Est-ce que le Gouvernement peut accorder une aide financière sur la base du rapport de salubrité pour mon logement ?,12076
8222,Votre voisin se plaint que votre logement est insalubre. Est-ce que les agents communaux ont le droit d'entrer dans votre habitation sans votre accord pour mener une enquête de salubrité ?,12021
8223,"J'habite à Bruxelles et je suis membre d'une association de protection de l'environnement. Bruxelles Environnement doit-il fournir des informations annuelles à la population sur la qualité de l'air et des polluants tels que les dépassements de valeurs limites et les effets associés, conformément à l'annexe 3.2 du Code ?",147
8224,Je possède une source d'eau naturelle en Belgique conformément aux critères de la Directive du Conseil des Communautés européennes du 15 juillet 1980. Ai-je besoin d'une reconnaissance officielle du Ministre de la Santé publique pour que mon eau soit considérée comme une eau de source en vertu de la loi ?,16275
8225,"Je prévois d'aller nager dans une plage en Wallonie. Suis-je en mesure de consulter le classement actuel des eaux de baignade et tout avis interdisant ou déconseillant la baignade sur place, conformément à la loi en vigueur ?",16324
8226,Vous envisagez de passer vos vacances à la plage en Wallonie. Est-ce que le Ministre doit effectuer le classement des eaux de baignade en fonction de leur qualité?,16314
8227,Je veux demander une aide pour rénover mon logement en Wallonie. La Société wallonne du Logement est-elle chargée d'établir un rapport sur la salubrité du bâtiment avant l'octroi de l'aide ?,12073
8228,Je suis locataire d'un logement en Wallonie dans des conditions insalubres. Puis-je bénéficier de l'aide de la Société wallonne du Logement sans présenter de rapport de salubrité ?,12075
8229,Un locataire est expulsé de son logement en région de langue allemande de la Belgique. Le bourgmestre est-il tenu de proposer un relogement si l'occupant expulsé n'accepte pas l'offre qui lui est faite ?,12026
8230,"Deux parents divorcés ont un enfant. Le père ne paie pas la contribution alimentaire comme convenu dans la décision du tribunal. Comment peut-on récupérer les pensions alimentaires non payées par le débiteur, conformément à l'article 203ter du Code civil belge ?",5516
8231,Je vais divorcer et nous avons un enfant. Quels éléments doivent être énoncés dans une décision judiciaire fixant une contribution alimentaire en vertu de l'article 203 du Code civil belge ?,5517
8232,Je suis un adulte handicapé avec une famille à charge. Est-ce que mes charges familiales seront prises en compte pour calculer ma part contributive malgré mes revenus insuffisants ?,8761
